time,open,high,low,close,volume,fut_close,fut_oi,total_call_oi,total_put_oi,max_call_strike,max_put_strike,fut_oi_change,total_opt_oi,total_opt_oi_change,ret,logret,rv_30,atr14,ema5,ema15,mom30,put_call_ratio_oi,total_oi,total_oi_change,opt_skew_proxy,vol_60
03:46.4,20693.29716,20699.96169,20687.02081,20689.96525,1860,20692.73337,105312,397500,317300,17750,16000,8119,714800,-7400,-0.001667458,-0.00166885,0.005178982,43.2116959,20707.67982,20718.21341,-0.001916879,0.798238994,714800,-7400,1750,0.001506335
08:46.4,20693.0555,20707.61798,20672.65123,20706.76912,4180,20704.28769,93489,404600,316600,18400,19100,-11823,721200,6400,0.000812175,0.000811845,0.00519972,42.6227716,20707.37626,20716.78288,-0.001385519,0.782501236,721200,6400,-700,0.001509695
13:46.4,20710.22599,20728.37205,20692.67779,20695.65826,1840,20698.29191,103782,397500,316200,19050,19550,10293,713700,-7500,-0.000536581,-0.000536725,0.00519946,42.12787788,20703.47026,20714.1423,-0.001377392,0.795471698,713700,-7500,-500,0.001511042
18:46.4,20710.6326,20725.61556,20695.6803,20716.69983,4740,20714.31881,120444,384700,309200,17500,16600,16662,693900,-19800,0.001016714,0.001016198,0.005230608,41.25855102,20707.88011,20714.46199,-0.000699972,0.803743177,693900,-19800,900,0.001515216
23:46.4,20697.28727,20704.24559,20685.06076,20689.6627,1030,20696.39245,101244,384100,322600,17500,18000,-19200,706700,12800,-0.001305089,-0.001305941,0.005157037,40.57144478,20701.80764,20711.36208,-0.003867392,0.839885446,706700,12800,-500,0.001521357
28:46.4,20694.09155,20695.81594,20675.19224,20679.44772,1140,20677.78112,142755,394300,314800,16350,18400,41511,709100,2400,-0.000493724,-0.000493846,0.004991993,39.14660627,20694.35433,20707.37278,-0.002002913,0.79837687,709100,2400,-2050,0.001517913
33:46.4,20691.55576,20706.03626,20681.81621,20693.81666,510,20699.52542,119017,407900,320500,18600,17850,-23738,728400,19300,0.000694842,0.000694601,0.004877733,38.24960175,20694.17511,20705.67827,-0.003208599,0.785731797,728400,19300,750,0.001520009
38:46.4,20680.28159,20694.89169,20668.69063,20690.71967,1810,20703.89935,105322,395100,318100,19400,19450,-13695,713200,-15200,-0.000149658,-0.000149669,0.004450551,37.38899146,20693.0233,20703.80844,0.000130407,0.80511263,713200,-15200,-50,0.001514761
43:46.4,20672.46191,20682.45396,20655.40531,20663.7284,3830,20670.51576,110074,399100,325300,16600,18450,4752,724400,11200,-0.001304511,-0.001305363,0.004344019,37.24080352,20683.25833,20698.79844,-0.003205699,0.815083939,724400,11200,-1850,0.001476896
48:46.4,20722.30057,20730.54871,20696.66597,20706.76904,810,20712.00301,114866,417000,324200,18850,18100,4792,741200,16800,0.002082908,0.002080742,0.004338458,39.35362575,20691.09524,20699.79476,-0.003238128,0.777458034,741200,16800,750,0.001499758
53:46.4,20739.95062,20741.01787,20738.90634,20738.99819,4050,20734.66184,133708,392500,316800,16150,16350,18842,709300,-31900,0.001556455,0.001555245,0.004377303,38.98899733,20707.06289,20704.69519,-0.000361771,0.807133758,709300,-31900,-200,0.001512816
58:46.4,20730.9676,20754.95378,20715.38934,20730.06129,4350,20742.84573,123485,402800,317700,16350,19950,-10223,720500,11200,-0.000430923,-0.000431016,0.004230731,39.03010081,20714.72902,20707.86595,0.001180842,0.788728898,720500,11200,-3600,0.001508797
03:46.4,20752.85927,20775.91798,20742.71244,20758.54887,4090,20769.64885,110284,400300,323000,16150,19400,-13201,723300,2800,0.001374216,0.001373272,0.004278043,39.5177144,20729.33564,20714.20132,0.003189449,0.806894829,723300,2800,-3250,0.001515324
08:46.4,20742.67773,20757.10998,20739.87362,20752.5263,2920,20755.70343,85426,393000,327500,17700,18550,-24858,720500,-2800,-0.000290125,-0.000290167,0.004281416,38.02896693,20737.06586,20718.99194,0.003058669,0.833333333,720500,-2800,-850,0.001443615
13:46.4,20779.41828,20792.16681,20764.36199,20778.80097,2410,20780.56228,108298,404700,316500,16650,19550,22872,721200,700,0.001266095,0.001265294,0.00433032,38.14407727,20750.97756,20726.46807,0.004427927,0.782060786,721200,700,-2900,0.001448481
18:46.4,20791.15081,20826.88636,20777.09558,20810.43983,1910,20809.52013,111578,395100,323500,16500,17150,3280,718600,-2600,0.001522651,0.001521493,0.004367956,38.97598485,20770.79832,20736.96454,0.004850226,0.818780056,718600,-2600,-650,0.001459224
23:46.4,20788.01255,20803.28072,20766.1913,20790.34325,1970,20805.66185,115557,395400,328700,18400,16500,3979,724100,5500,-0.000965697,-0.000966164,0.004286258,39.35259549,20777.31329,20743.63688,0.001953907,0.831310066,724100,5500,1900,0.001466545
28:46.4,20802.18598,20825.39601,20798.15381,20798.58276,1380,20807.63409,85322,398000,322000,16650,17850,-30235,720000,-4100,0.000396315,0.000396236,0.004217412,39.04546422,20784.40312,20750.50511,0.000936442,0.809045226,720000,-4100,-1200,0.001456979
33:46.4,20753.43473,20767.14111,20714.32541,20736.71195,980,20736.14123,114761,400200,303600,17800,17500,29439,703800,-16200,-0.002974761,-0.002979194,0.004486706,42.27488471,20768.50606,20748.78097,-0.000655317,0.75862069,703800,-16200,300,0.001496797
38:46.4,20718.5951,20726.58628,20714.9283,20715.87413,1850,20726.849,116010,407100,317200,17250,16550,1249,724300,20500,-0.001004876,-0.001005381,0.004511758,40.81122534,20750.96208,20744.66761,-0.002112756,0.779169737,724300,20500,700,0.00149151
43:46.4,20681.73044,20681.74192,20674.31833,20678.25191,2400,20690.69494,75802,401500,318800,16100,16250,-40208,720300,-4000,-0.001816106,-0.001817757,0.004511736,40.86440903,20726.72536,20736.36565,-0.002112592,0.794022416,720300,-4000,-150,0.001503599
48:46.4,20686.37225,20712.2869,20679.8513,20696.30486,4790,20700.31241,75971,410000,327400,16100,16100,169,737400,17100,0.00087304,0.000872659,0.004508105,40.37659297,20716.58519,20731.35805,-0.000239128,0.798536585,737400,17100,0,0.001500278
53:46.4,20740.40874,20750.31728,20723.43186,20745.20479,1980,20747.21077,122360,397200,321500,16450,17150,46389,718700,-18700,0.002362737,0.00235995,0.004665565,41.35058067,20726.12506,20733.08889,0.001005295,0.809415911,718700,-18700,-700,0.001528901
58:46.4,20810.15026,20818.82396,20789.76616,20797.87883,1360,20795.8422,82896,407900,310200,17950,19050,-39464,718100,-600,0.002539095,0.002535877,0.004707053,43.65547975,20750.04298,20741.18764,0.001248635,0.76048051,718100,-600,-1100,0.001543455
03:46.4,20830.285,20838.34041,20822.62707,20832.07905,4650,20840.66663,130754,406000,321100,17350,19450,47858,727100,9000,0.001644409,0.001643059,0.004653621,43.42734413,20777.38834,20752.54906,0.004768618,0.7908867,727100,9000,-2100,0.001544064
08:46.4,20846.14844,20865.30437,20840.32023,20853.14786,570,20854.64673,94421,395800,311700,18200,19750,-36333,707500,-19600,0.001011364,0.001010852,0.004590844,42.69862812,20802.64151,20765.12391,0.007140102,0.787518949,707500,-19600,-1550,0.001548038
13:46.4,20790.11467,20823.33798,20785.32975,20805.99864,2720,20807.23603,107697,403800,319700,16650,18250,13276,723500,16000,-0.002261012,-0.002263572,0.004807527,44.49287644,20803.76056,20770.23325,0.004678614,0.791728579,723500,16000,-1600,0.001553838
18:46.4,20773.40591,20798.15663,20762.70502,20782.62415,4060,20786.7088,106725,406100,329600,16250,18300,-972,735700,12200,-0.00112345,-0.001124081,0.004809589,44.40721583,20796.71509,20771.78212,0.002216615,0.811622753,735700,12200,-2050,0.00154582
23:46.4,20749.08047,20758.39158,20745.13777,20756.97391,650,20756.03149,85710,398700,325800,16350,19400,-21015,724500,-11200,-0.001234216,-0.001234978,0.004630728,43.91287095,20783.46803,20769.93109,0.00349526,0.817155756,724500,-11200,-3050,0.001536649
28:46.4,20729.97374,20730.85966,20725.77804,20730.59653,3450,20744.24819,127809,396800,323900,19100,16650,42099,720700,-3800,-0.001270772,-0.00127158,0.004569125,43.00451336,20765.8442,20765.01427,0.000293083,0.816280242,720700,-3800,2450,0.001546028
33:46.4,20724.95322,20736.40402,20713.21456,20728.9771,1550,20739.14204,94440,412500,318300,18900,18650,-33369,730800,10100,-7.81E-05,-7.81E-05,0.004461258,41.58915198,20753.55516,20760.50962,0.001885544,0.771636364,730800,10100,250,0.001535341
38:46.4,20710.48944,20731.81716,20693.948,20723.42837,3320,20728.04901,101175,409600,315800,18850,18750,6735,725400,-5400,-0.00026768,-0.000267716,0.004442712,41.32343791,20743.5129,20755.87447,0.000804532,0.770996094,725400,-5400,100,0.001535274
43:46.4,20649.29872,20654.78002,20628.8865,20635.53826,1530,20634.39559,60356,398500,331400,17150,19450,-40819,729900,4500,-0.004241099,-0.004250118,0.005062821,45.12475456,20707.52135,20740.83244,-0.002904957,0.83161857,729900,4500,-2300,0.001628834
48:46.4,20672.68418,20681.5542,20662.30551,20669.07225,4100,20668.26249,73272,397600,323400,16650,16500,12916,721000,-8900,0.00162506,0.001623741,0.005119321,45.18841043,20694.70499,20731.86242,-0.002298994,0.813380282,721000,-8900,150,0.00164271
53:46.4,20639.6526,20640.92335,20626.41247,20631.67983,1950,20630.59857,122542,404500,319100,16550,16650,49270,723600,2600,-0.0018091,-0.001810739,0.005167978,45.00779387,20673.6966,20719.33959,-0.002802504,0.788875155,723600,2600,-100,0.00163854
58:46.4,20647.26736,20657.4036,20646.44235,20651.1816,840,20647.68723,99889,395100,316800,17000,17750,-22653,711900,-11700,0.000945234,0.000944788,0.005195545,43.63036357,20666.1916,20710.81984,-0.00136687,0.801822323,711900,-11700,-750,0.001616983
03:46.4,20711.81072,20729.16873,20708.4872,20724.55078,1620,20730.70195,88288,403000,321100,18500,18900,-11601,724100,12200,0.003552784,0.003546487,0.005573191,46.08441838,20685.64466,20712.53621,0.001485184,0.796774194,724100,12200,-400,0.001663964
08:46.4,20683.47406,20704.71411,20667.08711,20677.30031,3570,20677.4506,88610,390500,321100,18100,18600,322,711600,-12500,-0.002279928,-0.002282531,0.005729421,46.89722242,20682.86321,20708.13172,-0.000648569,0.822279129,711600,-12500,-500,0.001628175
13:46.4,20605.32619,20613.69758,20573.25938,20580.69969,4480,20580.49666,110971,406600,314500,16750,17350,22361,721100,9500,-0.004671819,-0.004682767,0.006281358,50.97891565,20648.8087,20692.20272,-0.004018089,0.773487457,721100,9500,-600,0.001713957
18:46.4,20596.69424,20618.37532,20591.56858,20592.44905,4960,20591.53925,125207,389200,328900,16200,19750,14236,718100,-3000,0.000570892,0.000570729,0.006160036,50.02868101,20630.02215,20679.73351,-0.0055209,0.845066804,718100,-3000,-3550,0.0016913
23:46.4,20630.94284,20640.7258,20613.2445,20640.36575,1020,20650.7081,88765,406500,319000,19250,16100,-36442,725500,7400,0.002326907,0.002324204,0.00624811,49.90354365,20633.47002,20674.81254,-0.004755892,0.784747847,725500,7400,3150,0.001713646
28:46.4,20691.84269,20711.63972,20682.23209,20697.40497,3960,20696.83429,121917,399600,313200,19400,18700,33152,712800,-12700,0.002763479,0.002759667,0.006462696,51.43000241,20654.78167,20677.63659,-0.001575312,0.783783784,712800,-12700,700,0.001734091
33:46.4,20653.92193,20672.47492,20648.71581,20658.34379,1300,20670.34037,96798,411500,312800,16800,18450,-25119,724300,11500,-0.00188725,-0.001889033,0.00648829,51.23422762,20655.96904,20675.22499,-0.004827171,0.760145808,724300,11500,-1650,0.001749308
38:46.4,20669.52254,20670.8237,20665.87601,20666.62887,1530,20668.9785,110012,397200,311500,16650,17100,13214,708700,-15600,0.000401053,0.000400972,0.006495641,48.46606184,20659.52232,20674.15048,-0.004139131,0.784239678,708700,-15600,-450,0.001750087
43:46.4,20655.30751,20664.09762,20622.59878,20642.09812,3710,20638.51622,64499,387900,320500,18200,18650,-45513,708400,-300,-0.001186974,-0.001187679,0.006467883,48.14920698,20653.71425,20670.14393,-0.006578958,0.826243877,708400,-300,-450,0.001756571
48:46.4,20652.23169,20670.19362,20649.77231,20657.55268,4180,20664.59237,67926,401000,320800,16750,16750,3427,721800,13400,0.000748692,0.000748411,0.006412624,46.71679918,20654.99373,20668.57003,-0.007346656,0.8,721800,13400,0,0.001753286
53:46.4,20734.5191,20738.02278,20717.15702,20725.86989,2910,20735.53193,116401,401300,316300,19950,19600,48475,717600,-4200,0.00330713,0.003301673,0.006706562,49.1277488,20678.61912,20675.73251,-0.003101121,0.788188388,717600,-4200,350,0.001788215
58:46.4,20688.03359,20716.75876,20685.75138,20710.62592,800,20709.43692,105498,405700,316400,17400,19400,-10903,722100,4500,-0.000735504,-0.000735775,0.006709253,48.48423182,20689.28805,20680.09419,-0.004228983,0.779886616,722100,4500,-2000,0.001780556
03:46.4,20696.11611,20712.11937,20692.47268,20702.01975,3660,20706.55291,108073,392400,319800,16000,17700,2575,712200,-9900,-0.000415544,-0.00041563,0.006500403,46.42440704,20693.53195,20682.83488,-0.001672985,0.814984709,712200,-9900,-1700,0.00177263
08:46.4,20710.84746,20710.85528,20701.47256,20704.8346,2410,20710.95368,78424,405700,320100,16800,19050,-29649,725800,13600,0.00013597,0.000135961,0.006476847,43.77857194,20697.2995,20685.58485,-0.000532902,0.789006655,725800,13600,-2250,0.001771607
13:46.4,20744.81372,20751.92772,20732.45214,20738.47218,4060,20743.21487,91555,405600,320100,17950,19900,13131,725700,-100,0.001624625,0.001623306,0.006452339,44.01532529,20711.02373,20692.19576,0.002912252,0.789201183,725700,-100,-1950,0.00176891
18:46.4,20748.07039,20770.41326,20734.56216,20747.10618,4100,20748.40405,66555,397800,320000,16100,19400,-25000,717800,-7900,0.000416328,0.000416241,0.006439111,43.43216645,20723.05121,20699.05957,0.002454608,0.804424334,717800,-7900,-3300,0.001764574
23:46.4,20757.86736,20762.50655,20755.12955,20755.38159,2820,20765.02217,83051,394000,319000,18650,18150,16496,713000,-4800,0.00039887,0.000398791,0.006301276,41.42989559,20733.828,20706.09982,0.000490561,0.80964467,713000,-4800,500,0.001759562
28:46.4,20745.88372,20764.09628,20728.88287,20757.46857,1470,20760.0563,99542,398100,322600,17150,19650,16491,720700,7700,0.000100551,0.000100546,0.006124178,40.98586067,20741.70819,20712.52091,-0.001942999,0.810349159,720700,7700,-2500,0.00173425
33:46.4,20754.46787,20773.56073,20745.0451,20756.40235,830,20756.78211,106556,390500,321900,17950,16000,7014,712400,-8300,-5.14E-05,-5.14E-05,0.006040841,40.09512975,20746.60624,20718.00609,-0.003632701,0.824327785,712400,-8300,1950,0.001717094
38:46.4,20743.99389,20750.45655,20729.07054,20736.40541,2920,20729.57225,85741,400500,321700,19350,19900,-20815,722200,9800,-0.000963411,-0.000963875,0.006021259,39.18346435,20743.20597,20720.30601,-0.005598313,0.803245943,722200,9800,-550,0.001712642
43:46.4,20763.55137,20785.67001,20740.60915,20783.1775,4880,20776.38707,111043,401900,320300,17350,16550,25302,722200,0,0.002255554,0.002253015,0.006048104,39.90354512,20756.52981,20728.16494,-0.001096854,0.796964419,722200,0,800,0.00173656
48:46.4,20752.25045,20757.80822,20748.85751,20752.76208,1080,20758.25681,99234,403500,321600,16050,18550,-11809,725100,2900,-0.001463464,-0.001464536,0.006071777,39.50471975,20755.2739,20731.23959,-0.001436877,0.797026022,725100,2900,-2500,0.001739388
53:46.4,20764.19993,20782.552,20755.52959,20772.1821,3080,20775.85639,95481,404100,318000,17200,16800,-3753,722100,-3000,0.00093578,0.000935343,0.006055146,38.81080568,20760.90997,20736.3574,0.000732679,0.786933927,722100,-3000,400,0.001711331
58:46.4,20763.49616,20780.3484,20740.0268,20757.18171,660,20766.8594,101672,391300,315400,16500,17600,6191,706700,-15400,-0.000722139,-0.0007224,0.006023608,38.9187199,20759.66721,20738.96044,0.001282412,0.806031178,706700,-15400,-1100,0.001696778
03:46.4,20798.80489,20823.2939,20777.19725,20802.58108,1270,20813.79544,141992,396900,321900,19450,16150,40320,718800,12100,0.002187165,0.002184776,0.006145379,40.86111097,20773.97184,20746.91302,0.003550777,0.811035525,718800,12100,3300,0.001704444
08:46.4,20797.40954,20804.7311,20797.06612,20800.64468,2550,20803.27531,96779,395500,314500,16200,17300,-45213,710000,-8800,-9.31E-05,-9.31E-05,0.006142496,38.48995933,20782.86278,20753.62948,0.003726039,0.795195954,710000,-8800,-1100,0.001701955
13:46.4,20742.37872,20758.8731,20717.56229,20722.78081,3510,20732.82297,119044,400200,314000,16750,17200,22265,714200,4200,-0.003743339,-0.003750363,0.00602828,41.67513241,20762.83546,20749.77339,0.004227782,0.784607696,714200,4200,-450,0.001770722
18:46.4,20781.8866,20808.74716,20780.09547,20802.82721,2150,20803.48138,110925,403500,326300,16100,16950,-8119,729800,15600,0.003862725,0.003855284,0.006339389,44.83879064,20776.16604,20756.40512,0.006471261,0.808674102,729800,15600,-850,0.001834528
23:46.4,20753.87907,20775.54895,20746.46235,20767.27201,3400,20770.49163,95036,404000,318200,17500,19850,-15889,722200,-7600,-0.001709152,-0.001710615,0.00632887,45.66208186,20773.20137,20757.76348,0.006572038,0.787623762,722200,-7600,-2350,0.001840404
28:46.4,20733.7441,20734.16837,20716.38169,20729.62643,4340,20732.66238,68994,401300,321300,17550,17350,-26042,722600,400,-0.001812736,-0.001814381,0.006417334,46.03552795,20758.67639,20754.24635,0.003798564,0.800647894,722600,400,200,0.001855007
33:46.4,20715.4341,20719.93909,20698.11141,20704.0171,1610,20717.96578,87455,397000,323500,19400,19250,18461,720500,-2100,-0.001235398,-0.001236161,0.00613301,44.99834888,20740.45663,20747.96769,-0.00099079,0.814861461,720500,-2100,150,0.001860205
38:46.4,20758.39386,20766.09124,20757.33805,20762.00127,4620,20758.19049,101527,382300,324800,18000,19150,14072,707100,-13400,0.002800624,0.00279671,0.006190015,46.21804861,20747.63817,20749.72189,0.004096326,0.849594559,707100,-13400,-1150,0.00189454
43:46.4,20692.20743,20698.66846,20676.70885,20693.10442,4370,20697.61016,97904,400500,319200,17300,16050,-3623,719700,12600,-0.003318411,-0.003323929,0.005874474,49.00907525,20729.46025,20742.64471,0.005461657,0.797003745,719700,12600,1250,0.001936604
48:46.4,20790.0353,20796.91797,20786.78336,20793.73248,3660,20793.54928,125932,393700,314700,17000,18600,28028,708400,-11300,0.004862879,0.004851094,0.006449114,52.92368106,20750.88433,20749.03068,0.009774623,0.799339599,708400,-11300,-1600,0.002017802
53:46.4,20823.20281,20835.59241,20812.46929,20825.19744,4020,20827.49437,85329,400300,326900,19100,18450,-40603,727200,18800,0.001513194,0.001512051,0.006380625,52.13341292,20775.65537,20758.55152,0.008954865,0.816637522,727200,18800,650,0.002017271
58:46.4,20830.38511,20841.0624,20827.38488,20835.65771,1940,20837.68846,97063,397500,323700,18350,17100,11734,721200,-6000,0.000502289,0.000502163,0.006215191,49.54280921,20795.65615,20768.1898,0.006679714,0.814339623,721200,-6000,1250,0.002016947
03:46.4,20828.87827,20852.95082,20824.38941,20843.95115,2050,20848.57057,110727,395700,326900,16650,17700,13664,722600,1400,0.000398041,0.000397962,0.006089392,48.04413782,20811.75448,20777.65997,0.008984619,0.826130907,722600,1400,-1050,0.002010305
